Food_ID,Food Name and Description,Scientific Name,Alternate/Common Name(s),Edible Portion,Energy (kcal),Protein (g),Fat (g),Carbs (g)
F104,Chicken neck,Gallus gallus,Manok leeg,48%,314,14.1,28.6,0.0
F105,"Chicken pullet, breast",Gallus gallus,"Manok dumalaga, pitso",85%,103,19.6,2.7,0.0
F106,"Chicken pullet, thigh",Gallus gallus,"Manok dumalaga, hita",74%,103,19.6,2.7,0.0
F107,Chicken thigh,Gallus gallus,Manok hita,66%,149,19.8,7.7,0.0
F108,Chicken thigh & leg,Gallus gallus,Manok hita at binti,74%,187,17.6,13.0,0.0
F109,Chicken wing,Gallus gallus,Manok pakpak,62%,194,18.9,13.2,0.0
F110,Chicken white meat,Gallus gallus,Manok laman,70%,110,20.6,3.1,0.0
F111,"Chicken, white meat, boiled",Gallus gallus,"Manok laman, nilaga",72%,173,32.9,4.6,0.0
F112,"Chicken, white meat, fried",Gallus gallus,"Manok laman, prito",70%,226,40.3,7.2,0.0
F113,"Chicken, whole",Gallus gallus,Manok buo,60%,215,17.4,16.2,0.0
F116,Duck back,Cairina moschata,Pato likod,47%,191,22.6,11.2,0.0
F117,Duck blood,Cairina moschata,Pato dugo,100%,62,10.7,0.1,4.5
F118,Duck breast,Cairina moschata,Pato pitso,71%,157,22.8,7.3,0.0
F119,Duck gizzard,Cairina moschata,Pato balun-balunan,100%,108,22.1,2.2,0.0
F120,Duck liver,Cairina moschata,Pato atay,100%,116,15.6,3.8,4.9
F121,Duck thigh,Cairina moschata,Pato hita,71%,171,20.5,9.9,0.0
F122,Duck wing,Cairina moschata,Pato pakpak,54%,144,24.4,5.2,0.0
F123,"Duck, wild, breast",Dendrocygna arcuata,Baliwis pitso,-,85,19.9,0.6,0.0
F124,"Duck, wild, thigh",Dendrocygna arcuata,Baliwis hita,-,85,19.5,0.8,0.0
F125,Frog meat,Fejervarya vittigera,Palaka laman,31%,89,20.9,0.6,0.0
F126,Goose breast,Anser cygnoides,Gansa dibdib,72%,122,23.4,3.2,0.0
F127,Goose thigh,Anser cygnoides,Gansa hita,71%,127,23.0,3.9,0.0
F128,Lamb flank,Ovis aries,Tupa tiyan,100%,149,16.6,9.2,0.0
F129,Lamb foreshank,Ovis aries,"Tupa biyas, harapan",48%,135,19.9,6.1,0.0
F130,Lamb hind shank,Ovis aries,"Tupa biyas, likod",48%,124,20.6,4.6,0.0
F131,Lamb liver,Ovis aries,Tupa atay,100%,136,21.8,4.0,3.1
F132,Lamb loin,Ovis aries,Tupa lomo,100%,123,20.2,4.7,0.0
F133,Lamb lung,Ovis aries,Tupa baga,100%,95,17.3,1.7,2.5
F134,Lamb neck,Ovis aries,Tupa leeg,47%,141,18.9,7.3,0.0
F135,Lamb riblet,Ovis aries,Tupa tadyang,-,157,16.9,9.9,0.0
F136,Lamb roast/back,Ovis aries,Tupa likod,-,129,19.2,5.8,0.0
F137,Lamb shoulder,Ovis aries,Tupa balikat,55%,134,16.1,7.7,0.0
F139,Moor hen breast,Gallinula chloropus,Ulok pitso,-,147,21.4,6.8,0.0
F140,Moor hen gizzard,Gallinula chloropus,Ulok balun-balunan,100%,113,22.5,1.6,2.2
F141,Moor hen liver,Gallinula chloropus,Ulok atay,100%,130,18.0,3.5,6.5
F142,Moor hen thigh,Gallinula chloropus,Ulok hita,-,134,20.1,5.9,0.0
F143,Pigeon breast,Columba livia,Kalapati pitso,-,207,17.1,15.4,0.0
F144,Pigeon thigh,Columba livia,Kalapati hita,-,239,14.6,20.1,0.0
F145,"Pigeon, squab/young meat",Columba livia,Kalapati pitson,-,154,17.0,9.5,0.0
F146,Pork back fat,Sus scrofa scrofa,Baboy taba sa likod,94%,513,11.6,51.8,0.0
F147,Pork belly,Sus scrofa scrofa,Baboy liempo,97%,393,14.5,37.2,0.0
F148,"Pork belly, broiled",Sus scrofa scrofa,"Baboy liempo, inihaw",93%,213,14.0,17.4,0.0
F149,"Pork belly, fried",Sus scrofa scrofa,"Baboy liempo, prito",86%,245,12.3,21.8,0.0
F151,"Pork belly, boiled",Sus scrofa scrofa,"Baboy liempo, nilaga",96%,444,13.0,43.6,0.0
F152,Pork blood,Sus scrofa scrofa,Baboy dugo,100%,55,11.6,0.0,2.1
F153,Pork Boston butt,Sus scrofa scrofa,Baboy paypay,97%,329,14.3,30.2,0.0
F154,"Pork Boston butt, boiled",Sus scrofa scrofa,"Baboy paypay, nilaga",-,346,10.1,33.9,0.0
F155,"Pork Boston butt, broiled",Sus scrofa scrofa,"Baboy paypay, inihaw",-,203,13.9,16.4,0.0
F156,"Pork Boston butt, fried",Sus scrofa scrofa,"Baboy paypay, prito",-,239,14.2,20.2,0.0
F157,"Pork Boston butt, lean",Sus scrofa scrofa,"Baboy paypay, laman",100%,278,17.3,23.2,0.0
F158,"Pork Boston butt, lean, boiled",Sus scrofa scrofa,"Baboy paypay, laman, nilaga",100%,212,15.6,16.6,0.0
F159,"Pork Boston butt, lean, broiled",Sus scrofa scrofa,"Baboy paypay, laman, inihaw",100%,154,22.3,7.2,0.0
F160,"Pork Boston butt, lean, fried",Sus scrofa scrofa,"Baboy paypay, laman, prito",100%,136,20.5,6.0,0.0
F161,Pork center loin,Sus scrofa scrofa,"Baboy tagiliran, laman",100%,519,12.5,52.1,0.0
F162,Pork chop,Sus scrofa scrofa,Baboy kostillas,82%,390,14.5,36.9,0.0
F163,Pork ear,Sus scrofa scrofa,Baboy tenga,100%,385,11.8,36.9,1.3
F164,"Pork ear, bbq",Sus scrofa scrofa,"Baboy tenga, bbq/",100%,350,23.8,25.9,5.4
F165,Pork ham,Sus scrofa scrofa,Baboy pigi/pigue,100%,298,16.3,25.8,0.1
F166,Pork head,Sus scrofa scrofa,Baboy ulo,60%,326,14.4,28.8,2.3
F167,Pork heart,Sus scrofa scrofa,Baboy puso,100%,116,16.4,5.3,0.6
F168,"Pork intestine, large",Sus scrofa scrofa,Baboy bitukang malaki,100%,81,9.6,2.2,5.6
F169,"Pork intestine, small",Sus scrofa scrofa,Baboy bitukang maliit,100%,71,12.6,2.3,0.0
F170,"Pork intestine, small, bbq",Sus scrofa scrofa,"Baboy bitukang maliit, bbq/Isaw baboy",100%,318,20.6,24.8,3.0
F171,Pork kidney,Sus scrofa scrofa,Baboy bato,80%,105,14.4,3.9,3.1
F172,"Pork kidney, boiled",Sus scrofa scrofa,"Baboy bato, nilaga",100%,106,13.9,3.2,5.3
F173,Pork leg,Sus scrofa scrofa,Baboy pata,58%,203,20.2,13.6,0.0
F174,Pork liver,Sus scrofa scrofa,Baboy atay,100%,119,18.0,2.8,5.5
F175,"Pork liver, boiled",Sus scrofa scrofa,"Baboy atay, nilaga",100%,170,17.8,3.5,16.9
F176,"Pork liver, broiled",Sus scrofa scrofa,"Baboy atay, inihaw",100%,180,19.8,4.4,15.4
F177,"Pork liver, fried",Sus scrofa scrofa,"Baboy atay, prito",100%,197,19.9,5.4,17.1
F178,Pork lung,Sus scrofa scrofa,Baboy baga,100%,73,12.2,1.8,2.0
F179,Pork picnic,Sus scrofa scrofa,Baboy kasim,100%,387,13.4,37.0,0.0
F180,"Pork picnic, boiled",Sus scrofa scrofa,"Baboy kasim, nilaga",100%,368,14.8,34.3,0.0
F181,Pork skin,Sus scrofa scrofa,Baboy balat,100%,319,19.8,26.6,0.0
F182,Pork spare rib,Sus scrofa scrofa,Baboy tadyang,46%,293,14.6,26.1,0.0
F183,Pork spleen,Sus scrofa scrofa,Baboy lapay,100%,87,16.1,2.5,0.0
F184,"Pork spleen, boiled",Sus scrofa scrofa,"Baboy lapay, nilaga",100%,94,15.2,3.7,0.0
F185,Pork stomach,Sus scrofa scrofa,Baboy sikmura,96%,121,13.1,6.5,2.6
F186,Pork tail,Sus scrofa scrofa,Baboy buntot,76%,477,15.4,46.1,0.0
F187,Pork tenderloin,Sus scrofa scrofa,Baboy lomo,100%,237,16.7,18.9,0.0
F188,Pork tongue,Sus scrofa scrofa,Baboy dila,86%,241,14.8,20.2,0.1
F189,Pork uterus,Sus scrofa scrofa,Baboy bahay-guya,94%,77,15.4,1.7,0.0
F190,"Pork, suckling, belly",Sus scrofa scrofa,"Baboy litsunin, liempo",100%,174,18.3,11.2,0.0
F191,"Pork, suckling, blood",Sus scrofa scrofa,"Baboy litsunin, dugo",100%,56,11.5,0.0,2.6
F192,"Pork, suckling, brain",Sus scrofa scrofa,"Baboy litsunin, utak",100%,129,10.2,9.7,0.2
F193,"Pork, suckling, heart",Sus scrofa scrofa,"Baboy litsunin, puso",100%,125,16.3,6.6,0.0
F194,"Pork, suckling, intestine, large",Sus scrofa scrofa,"Baboy litsunin, bitukang malaki",100%,87,9.1,2.5,6.9
F195,"Pork, suckling, intestine, small",Sus scrofa scrofa,"Baboy litsunin, bitukang maliit",100%,61,12.5,0.9,0.6
F196,"Pork, suckling, kidney",Sus scrofa scrofa,"Baboy litsunin, bato",100%,95,15.9,3.4,0.3
F197,"Pork, suckling, leg",Sus scrofa scrofa,"Baboy litsunin, pata",56%,128,19.9,5.4,0.0
F198,"Pork, suckling, liver",Sus scrofa scrofa,"Baboy litsunin, atay",100%,116,16.0,2.8,6.6
F199,"Pork, suckling, lung",Sus scrofa scrofa,"Baboy litsunin, baga",100%,87,15.8,2.4,0.6
F200,"Pork, suckling, spare rib",Sus scrofa scrofa,"Baboy litsunin, tadyang",46%,168,17.0,11.1,0.0
F201,"Pork, suckling, spleen",Sus scrofa scrofa,"Baboy litsunin, lapay",100%,105,15.6,4.2,1.3
F202,"Pork, suckling, stomach",Sus scrofa scrofa,"Baboy litsunin, sikmura",100%,95,14.3,4.2,0.0
F203,Quail meat,Coturnix coturnix,Pugo laman,69%,154,21.1,7.7,0.0
F204,Rabbit liver,Oryctolagus cuniculus,Kuneho atay,100%,111,15.4,2.5,6.6
F205,Rabbit thigh,Oryctolagus cuniculus,Kuneho hita,-,94,18.6,2.2,0.0
F206,Rabbit white meat,Oryctolagus cuniculus,Kuneho laman,100%,94,18.2,2.4,0.0
F207,Snipe lean meat,Gallinago gallinago,Agatsona laman,100%,113,21.0,3.2,0.0
F208,Turkey breast,Meleagris gallopavo,Pabo pitso,-,100,24.1,0.4,0.0
F209,Turkey liver,Meleagris gallopavo,Pabo atay,100%,124,19.2,3.9,2.9
F210,Turkey thigh,Meleagris gallopavo,Pabo hita,-,100,20.3,2.1,0.0
F211,Venison rib,Rusa marianna,Usa tadyang,-,89,21.9,0.1,0.0
F212,Venison thigh,Rusa marianna,Usa hita,-,89,21.9,0.2,0.0
F213,Bacon,N/A,-,100%,603,11.1,58.3,8.4
F214,"Beef chunk, cnd",N/A,N/A,100%,252,14.7,18.3,7.0
F215,Beef jerky,N/A,"Tapa, baka",100%,102,13.8,3.6,3.7
F217,Beef spread,N/A,N/A,100%,227,14.6,14.5,9.6
F218,"Beef, sweet cured",N/A,"Tocino, baka",100%,80,18.1,0.8,0.0
F219,Carabeef jerky,N/A,"Tapa, kalabaw",100%,220,51.7,1.5,0.0
F220,Chicken liver spread,N/A,N/A,100%,211,8.4,15.4,9.8
F221,Chicken meat ball,N/A,N/A,100%,147,9.8,4.8,16.1
F222,Chicken nugget,N/A,N/A,100%,220,15.5,11.2,14.3
F223,"Sausage, chicken",N/A,"Longanisa, manok",100%,185,10.7,10.8,11.3
F224,Chicken spread,N/A,N/A,100%,211,10.4,14.5,9.6
F225,Corned beef loaf,N/A,N/A,99%,227,13.3,17.9,3.1
F226,"Corned beef, cnd",N/A,Karne norte,100%,168,17.9,10.7,0.0
F227,Embotido,N/A,-,100%,164,10.1,8.5,11.7
F228,Ham,N/A,Hamon,100%,421,16.4,39.5,0.0
F229,"Ham, chopped, cnd",N/A,N/A,100%,220,14.1,16.1,4.6
F230,"Ham, deviled spread",N/A,N/A,100%,254,13.8,18.9,7.2
F231,"Ham, pork, sweet, chopped",N/A,-,100%,117,10.7,4.4,8.7
F232,Hamburger patty,N/A,-,100%,319,10.8,20.1,23.8
F233,"Liver pate, cnd",N/A,N/A,100%,232,14.5,17.5,4.0
F234,Liver spread,N/A,N/A,100%,185,9.3,9.8,14.9
F235,"Luncheon meat, cnd",N/A,-,100%,307,13.7,26.4,3.7
F236,"Luncheon meat, deviled spread",N/A,N/A,100%,308,12.1,28.4,1.0
F237,"Luncheon meat, pork & ham",N/A,N/A,100%,321,13.6,28.6,2.3
F238,"Luncheon meat, pork, Chinese style",N/A,N/A,100%,296,10.7,25.0,7.1
F240,Meat loaf,N/A,-,100%,161,9.7,7.7,13.1
F241,"Pork crackling, internal organ",N/A,"Chicharon/Sitsaron baboy, lamang loob",100%,373,37.8,24.6,0.0
F242,"Pork crackling, skin",N/A,"Chicharon/Sitsaron baboy, balat",100%,591,65.6,36.5,0.0
F243,Pork jerky,N/A,"Tapa, baboy",100%,277,15.8,19.2,10.2
F245,"Pork, sweet cured",N/A,"Tocino, baboy",100%,206,11.2,6.4,25.9
F246,"Pork, sweet cured, Pampanga",N/A,"Tocino, baboy, Pampanga",100%,223,10.1,13.8,14.7
F247,"Potted meat spread, w/ cereal, cnd",N/A,-,100%,186,7.7,9.9,16.6
F248,"Sausage, bologna",N/A,N/A,100%,165,10.1,11.7,4.9
F249,"Sausage, chorizo",N/A,"Longanisa, chorizo",100%,440,29.6,33.2,5.8
F250,"Sausage, chorizo, Bilbao style",N/A,"Longanisa, chorizo de Bilbao",100%,436,18.0,40.3,0.2
F251,"Sausage, frankfurter",N/A,N/A,100%,208,13.3,15.1,4.8
F252,"Sausage, ham",-,-,100%,160,14.1,10.3,2.8
F253,"Sausage, hotdog",N/A,-,100%,226,13.4,17.0,4.8
F254,"Sausage, hotdog, smoked",N/A,N/A,100%,160,12.9,10.8,2.7
F255,"Sausage, hotdog, w/ cheese",N/A,Cheese dog,100%,245,11.7,18.1,8.8
F256,"Sausage, mortadella",N/A,N/A,100%,260,8.6,22.1,6.7
F257,"Sausage, pork",N/A,"Longanisa, baboy",100%,315,11.8,22.7,15.8
F258,"Sausage, pork & beef",N/A,"Longanisa, baboy at baka",95%,432,13.5,38.5,7.8
F259,"Sausage, pork, Chinese",N/A,"Longanisa, baboy, Chinese/Chorizo de Macau",100%,498,15.6,42.6,13.0
F260,"Sausage, salami",N/A,N/A,100%,244,16.2,18.7,2.7
F261,"Sausage, Vienna",N/A,N/A,100%,163,8.8,10.5,8.4
F262,"Sausage, Vienna, tidbits",N/A,N/A,100%,127,8.3,6.6,8.5
F263,Venison jerky,N/A,"Tapa, usa",100%,323,62.8,8.0,0.0
F264,"Chicken blood, bbq",Gallus gallus,Betamax,100%,91,16.0,1.7,2.8
F265,"Chicken, whole, seasoned, roasted",Gallus gallus,Lechon manok,70%,226,24.8,12.0,4.7
F266,"Chicken, whole, seasoned, roasted, skin and visible fat removed",Gallus gallus,"Lechon manok, walang balat",62%,162,26.2,5.4,2.2
F267,"Pork, bbq",Sus scrofa scrofa,Barbekyung baboy,100%,408,21.5,29.8,13.5
F268,"Pork back, seasoned, roasted, skin and visible fat removed",Sus scrofa scrofa,"Baboy likod, laman, litson",67%,177,31.2,4.9,2.0
F269,"Pork belly, seasoned, roasted",Sus scrofa scrofa,"Baboy liempo, litson",99%,385,21.0,31.6,4.1
F270,"Pork belly, seasoned, roasted, skin and visible fat removed",Sus scrofa scrofa,"Baboy liempo, litson, walang balat at taba",69%,299,24.0,22.6,0.0
F271,"Pork skin, seasoned, roasted",Sus scrofa scrofa,"Baboy balat, litson",100%,559,33.0,47.4,0.0
F272,"Beef franks, raw",N/A,-,100%,205,13.9,16.1,1.0
F273,"Sausage, pepperoni, raw",N/A,-,100%,237,12.8,18.6,4.6
G001,Abalone,Haliotis spp.,Lapas/Kapinan,67%,120,20.5,0.9,7.4
G002,Abalone juice,Haliotis spp.,Lapas/Kapinan katas,100%,74,10.6,0.4,7.1
G003,Amber fish,Seriola sp.,Tonto,54%,81,18.1,0.9,0.0
G004,Sinarapan,Mystichthys luzoninses,Tabios,97%,64,13.3,1.2,0.0
G005,"Anchovy, Indian (adult)",Stolephorus indicus,Tuakang,75%,85,20.9,0.1,0.1
G006,"Anchovy, long-jawed, w/o head",Stolephorus commersonnii,"Dilis, walang ulo",100%,129,19.9,5.5,0.0
G007,"Anchovy, long-jawed, whole",Stolephorus commersonnii,"Dilis, buo",100%,69,14.1,1.4,0.0
G008,"Barracuda, striped",Sphyraena obtusata,Turcillo,50%,90,19.7,1.2,0.0
G009,"Butterfly fish, threadfin",Chaetodon auriga,Paru-paro,49%,85,19.8,0.6,0.0
G010,"Fusilier, goldband",Pterocaesio chrysozona,Dalagang bukid,69%,128,21.5,4.7,0.0
G011,Cardinal fish,Fibramia amboinensis,Dangat,45%,73,17.4,0.4,0.0
G012,Carp,Cyprinus carpio,Karpa,55%,185,17.8,12.6,0.0
G013,"Catfish, freshwater",Clarias batrachus,Hito,70%,80,18.7,0.6,0.0
G014,"Catfish, saltwater",Arius manillensis,Kanduli,36%,86,18.2,1.5,0.0
G015,"Cavalla, banded",Caranx sexfasciatus,Talakitok/Maliputo,48%,108,20.1,3.1,0.0
G016,"Cavalla, banded, fried",Caranx sexfasciatus,"Talakitok, prito",64%,160,20.2,8.8,0.0
G017,"Cavalla, banded, steamed",Caranx sexfasciatus,"Talakitok, pinasingawan",65%,67,11.2,2.5,0.0
G018,"Clam, bilakong",Pharella acutidens,Bilakong,31%,82,10.2,2.0,5.8
G019,"Clam, freshwater, tulya",Corbicula manilensis,Tulya,22%,95,7.6,1.9,11.8
G020,"Clam, freshwater, tulya, boiled",Corbicula manilensis,"Tulya, nilaga",42%,105,8.9,1.9,13.0
G021,"Clam, halaan",Cyraeidae,Halaan,31%,47,6.7,0.7,3.5
G022,"Clam, halaan, boiled",Cyraeidae,"Halaan, nilaga",52%,74,10.5,1.1,5.4
G023,"Clam, imbao",Anodontia edentula,Imbao,40%,64,6.8,0.8,7.3
G024,"Clam, imbao, boiled",Anodontia edentula,"Imbao, nilaga",-,47,6.4,0.6,4.1
G025,"Clam, kabibi",Soletellina cumingiana,Kabibi,24%,62,9.0,1.6,3.0
G026,"Clam, kanturi",Venus sp.,Kanturi,13%,59,12.2,1.0,0.3
G027,"Clam, lukan",Cyrena ventricosa,Lukan,30%,43,5.1,0.7,4.0
G028,"Clam, rayed shell",Gari elongata,Paros,61%,48,8.7,0.8,1.4
G029,"Clam, razor shell",Pharella sp.,Tikhan,37%,41,8.0,0.4,1.4
G030,"Clam, tongue",Lingula unguis,Balay,43%,98,12.4,3.4,4.4
G031,"Clam, tongue, head, blanched",Lingula unguis,"Balay, ulo, binanlian",-,79,5.9,2.0,9.4
G032,"Clam, tongue, tail",Lingula unguis,"Balay, buntot",58%,51,9.4,0.4,2.5
G033,"Clam, venus",Circe scripta,Bigatan,8%,138,12.8,2.0,17.3
G034,"Clam, wedge shell/bean",Donax faba,Alamis,20%,71,8.8,1.7,5.1
G035,"Climbing perch, common",Anabas testudineus,Martiniko,44%,71,17.4,0.2,0.0
G036,"Crab, blue swimming, fat",Portunus pelagicus,Alimasag alige,100%,86,11.5,4.4,0.0
G037,"Crab, blue swimming, w/o fat",Portunus pelagicus,Alimasag laman,34%,93,19.9,0.5,2.2
G038,"Crab, blue swimming, w/o fat, boiled",Portunus pelagicus,"Alimasag laman, nilaga",30%,98,19.4,0.9,3.1
G039,"Crab, mud/mangrove, fat",Scylla serrata,Alimango alige,100%,188,26.0,5.6,8.5
G040,"Crab, mud/mangrove, w/o fat",Scylla serrata,Alimango laman,42%,103,18.5,3.2,0.0
G041,"Crab, mud/mangrove, w/o fat, boiled",Scylla serrata,"Alimango laman, nilaga",32%,88,17.6,1.9,0.0
G042,"Crab, shore",Varuna litterata,Talangka,45%,122,13.8,3.8,8.1
G043,"Crevalle, deep-bellied",Alepes kleinii,Salay-salay aso,56%,87,19.4,1.0,0.0
G044,"Crevalle, even-bellied",Alepes djedaba,Salay-salay,35%,85,17.7,1.6,0.0
G045,"Croaker, tigertooth",Otolithes ruber,Abo,47%,89,19.1,1.4,0.0
G046,"Croaker, plain",Pennahia anea,"Alakaak/Croaker, truncate-tail",49%,80,19.1,0.4,0.0
G047,"Croaker, smooth-scaled whiskered",Johnius dussumieri,N/A,44%,84,18.6,1.1,0.0
G048,"Drepane, speckled",Drepane punctata,Mayang,28%,80,16.8,1.4,0.0
G049,"Eel, silver pike",Muraenesox cinereus,Pindanga,66%,72,17.5,0.2,0.0
G050,"Eel, swamp",Ophisternon bengalense,Palos,52%,139,19.2,6.9,0.0
G051,Fish roe,N/A,"Isda, itlog",100%,123,17.3,5.6,0.9
G052,"Flatfish/Brill, rough-scaled",Pseudorhombus oligodon,Dapa,60%,84,20.5,0.2,0.0
G053,"Flatfish/Brill, smooth-scaled",Pseudorhombus arsius,Dapang bilog,48%,81,19.7,0.2,0.0
G054,"Flatfish/Turbot, Indian",Psettodes erumei,Kalangkaw,59%,94,23.0,0.2,0.0
G055,"Flathead, Indian",Platycephalus indicus,Sunog,63%,90,22.1,0.2,0.0
G056,Flying fish,Cypselurus oligolepis,Bulador/Borador,62%,86,21.0,0.2,0.0
G057,"Garfish, common",Tylosurus crocodilus,Kambabalo/Hound needlefish,64%,115,26.6,0.9,0.0
G058,"Gizzard shad, short-finned",Anodontostoma chacunda,Kabasi/Chacunda gizzard shad,36%,78,18.6,0.4,0.0
G059,"Goatfish, ochrebanded",Upeneus sundaicus,Saramulyete,38%,87,18.7,1.3,0.0
G060,"Goby, flat-headed",Glossogobius giurus,Biyang puti/Tank goby,39%,81,19.7,0.2,0.0
G061,"Goby, long-tailed",Oxyurichthys microlepis,Talimusak,100%,89,16.8,2.4,0.0
G062,Gouramy,Osphronemus goramy,Gurami/Goramy,55%,91,16.9,2.6,0.0
G063,"Grouper, whitespotted",Epinephelus corallicola,Lapu-lapu,49%,63,14.9,0.4,0.0
G064,"Hair tail, largehead",Trichiurus lepturus,Balila,55%,80,19.1,0.4,0.0
G065,"Halfbeak, long billed",Rhynchorhamphus georgii,Buguing,56%,88,19.2,1.2,0.0
G066,Hard-tail,Megalaspis cordyla,Oriles,37%,96,21.4,1.2,0.0
G067,"Herring, big-eyed",Pellona ditchela,Tuabak/Dilat,31%,96,22.2,0.8,0.0
G068,"Herring, deep-bodied",Sardinella albella,Lapad/White sardinella,59%,91,19.7,1.3,0.0
G069,"Lizard fish, common",Saurida tumbil,Kalaso,45%,75,18.2,0.2,0.0
G070,"Mackerel, short-bodied",Rastrelliger brachysoma,Hasa-hasa,52%,108,21.6,2.4,0.0
G071,"Mackerel, short-bodied, fried",Rastrelliger brachysoma,"Hasa-hasa, prito",68%,221,21.6,14.9,0.0
G072,"Mackerel, Spanish",Scomberomorus commerson,Tangigi,69%,80,17.6,1.1,0.0
G073,"Mackerel, Indian",Rastrelliger kanagurta,Alumahan,60%,118,21.8,3.4,0.0
G074,Milkfish,Chanos chanos,Bangus,65%,137,19.8,6.4,0.0
G075,"Milkfish, broiled",Chanos chanos,"Bangus, inihaw",71%,137,23.4,4.8,0.0
G076,"Milkfish, fried",Chanos chanos,"Bangus, prito",82%,188,23.6,10.4,0.0
G077,"Mojarra, longfin",Pentaprion longimanus,Hubad,50%,77,18.9,0.2,0.0
G078,"Mojarra, whipfin",Gerres filamentosus,Malakapas,46%,87,20.4,0.6,0.0
G079,"Moonfish, spotted",Mene maculata,Chabita/Hiwas,48%,116,24.4,2.0,0.0
G080,Moray,Muraenidae sp,Malabanos,85%,116,20.1,4.0,0.0
G081,"Mudfish/Murrel, striated",Channa striata,Dalag,61%,99,21.2,1.6,0.0
G082,"Mudfish/Murrel, striated, boiled",Channa striata,"Dalag, nilaga",-,95,22.8,0.4,0.0
G083,"Mullet, black-finned",Planiliza melinopterus,Talilong/Otomebora mullet,49%,113,19.3,4.0,0.0
G084,"Mullet, large-scaled",Ellochelon vaigiensis,Banak,67%,89,20.0,1.0,0.0
G085,"Mussel, green",Perna viridis,Tahong,56%,166,13.6,7.5,11.1
G086,"Mussel, green, boiled",Perna viridis,"Tahong, nilaga",48%,33,3.1,0.4,4.3
G087,"Bream, doublewhip threadfin",Nemipterus nematophorus,Bisugo,45%,90,19.0,1.5,0.0
G088,Octopus,Octopus spp.,Pugita,94%,59,13.3,0.6,0.0
G089,Oyster,Crassostrea sp.,Talaba,12%,60,5.9,1.7,5.2
G090,"Oyster, window pane, meat",Placuna placenta,"Kapis, laman",-,119,23.3,1.4,3.3
G091,"Parrot fish, daisy",Chlorurus sordidus,Isdang loro,35%,84,20.0,0.4,0.0
G092,"Threadfish, Indian",Alectis indica,Damis/Diamond trevally,54%,89,20.5,0.8,0.0
G093,"Silvergrunt, bluecheek",Pomadasys argyreus,Bangok-ngok,29%,83,19.2,0.7,0.0
G094,"Pomfret, black",Parastromateus niger,Pampano,48%,93,18.8,2.0,0.0
G095,"Bream, humpnose big-eye",Monotaxis grandoculis,Malaking mata,46%,80,18.9,0.5,0.0
G096,"Emperor, pink ear",Lethrinus lentjan,Bitilla,45%,89,21.1,0.5,0.0
G097,"Seabream, goldsilk",Acanthopagrus berda,Bakokong moro,40%,77,19.0,0.1,0.0
G098,Red snapper/Malabar,Lutjanus malabaricus,Maya-maya,44%,64,15.6,0.2,0.0
G099,"Runner, rainbow",Elagatis bipinnulata,Salmon,44%,85,19.6,0.7,0.0
G100,"Sardine, bombon",Sardinella tawilis,Tawilis/Freshwater sardinella,-,114,19.3,4.1,0.0
G101,"Sardine, fimbriated",Sardinella brachysoma,Tabagak,54%,106,20.5,2.7,0.0
G102,"Sardine, fimbriated, fry",Sardinella fimbriata,Silinyasi,68%,101,20.6,2.1,0.0
G103,"Sardine, Indian",Sardinella longiceps,"Tamban/Sardine, Indian oil",52%,120,19.5,4.7,0.0
G104,"Scad, big-eye",Selar crumenophthalmus,Matang baka,53%,105,20.8,2.4,0.0
G105,"Scad, round",Decapterus macrosoma,Galunggong,49%,100,20.4,2.1,0.0
G106,Sea bass,Lates calcarifer,Apahap,55%,75,17.8,0.4,0.0
G107,"Sea catfish, smooth-headed",Plicofollis nella,Bunguan/Bongoan,45%,89,21.3,0.4,0.0
G108,Sea cucumber,Holothuria spp.,Balatan/Trepang,100%,23,5.1,0.1,0.3
G113,"Shrimp, banana prawn",Fenneropenaeus merguiensis,"Hipon, puti",62%,91,19.0,0.8,2.0
G114,"Shrimp, banana prawn, boiled",Fenneropenaeus merguiensis,"Hipon, puti, nilaga",49%,104,11.2,0.4,14.0
G115,"Shrimp, freshwater",Macrobrachium,Ulang,54%,93,19.4,1.7,0.0
G116,"Shrimp, freshwater (small)",Palaemon sp.,"Hipon, tagunton",100%,98,20.2,1.9,0.0
G117,"Shrimp, giant tiger prawn",Penaeus monodon,Sugpo,63%,93,20.0,0.9,1.2
G118,"Shrimp, giant tiger prawn, head",Penaeus monodon,"Sugpo, ulo",50%,74,11.9,2.2,1.6
G119,"Shrimp, greasy back",Metapenaeus ensis,"Hipon, suwahe",60%,78,17.7,0.6,0.4
G120,"Shrimp, greasy back, boiled",Metapenaeus ensis,"Hipon, suwahe, nilaga",50%,84,18.2,0.4,1.9
G121,"Shrimp, sergestid",Acetes sibogae,Alamang,100%,78,16.6,1.3,0.0
G122,"Siganid, javan",Siganus javus,Samaral/Streaked spinefoot,46%,89,19.8,1.1,0.0
G123,Silver-bar fish,Chirocentrus dorab,Parang-parang/Dorab wolf-herring,70%,87,21.1,0.3,0.0
G125,"Slipmouth, black-finned",Karalla daura,Dalangat,38%,88,18.7,1.5,0.0
G126,"Slipmouth, common",Leiognathus equulus,Sapsap,40%,91,18.2,2.0,0.0
G127,"Snail, black",Pila luzonica,"Kuhol, itim",41%,79,12.2,0.4,6.6
G128,"Snail, freshwater",Melanoides sp.,Susong pilipit,29%,94,9.4,0.8,12.2
